Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
725,Victor Ulloa,us USA,MFDF,Inter Miami,29,1992,4.1,0,1,0,0,0.25,0,0,,15.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,e7056f05
726,Maximiliano Urruti,ar ARG,FW,Austin,30,1991,24.3,9,58,18,31,2.39,0.74,0.16,0.5,16.1,0,0,0,6.3,6.3,0.11,2.7,2.7,Matches,6c8fb474
727,Júnior Urso,br BRA,MFFW,Orlando City,32,1989,28.4,5,50,21,42,1.76,0.74,0.1,0.24,19,0,0,0,4.9,4.9,0.1,0.1,0.1,Matches,b40424f1
728,Jhojan Valencia,co COL,MF,Austin,25,1996,5.2,0,3,0,0,0.57,0,0,,32.9,0,0,0,0,0,0.01,0,0,Matches,3fbe573e
729,Zarek Valentin,pr PUR,DF,Houston Dynamo,30,1991,4.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,f0d23e7b
730,Gustavo Vallecilla,ec ECU,DF,Colorado Rapids,22,1999,6.3,0,4,0,0,0.63,0,0,,18.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,2ce88662
731,José Van Rankin,mx MEX,DF,Portland Timbers,28,1993,21.3,1,12,4,33.3,0.56,0.19,0.08,0.25,23.3,0,0,0,0.8,0.8,0.06,0.2,0.2,Matches,09ce2ebe
732,Kerwin Vargas,co COL,FWMF,Charlotte,20,2002,7,0,17,8,47.1,2.42,1.14,0,0,20,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,758de7b4
733,Obed Vargas,us USA,MFFW,Seattle,16,2005,9.5,0,4,0,0,0.42,0,0,,22.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,9cc1fde4
734,Indiana Vassilev,us USA,FWMF,Inter Miami,20,2001,11.8,2,19,11,57.9,1.61,0.93,0.11,0.18,17.5,0,0,0,1.9,1.9,0.1,0.1,0.1,Matches,04e195ee
735,Brandon Vazquez,us USA,FW,FC Cincinnati,23,1998,30.4,18,82,40,48.8,2.69,1.31,0.22,0.45,13.5,0,0,0,14.9,14.9,0.18,3.1,3.1,Matches,c570cf22
736,Víctor Vázquez,es ESP,MFFW,LA Galaxy,35,1987,12.9,2,21,5,23.8,1.63,0.39,0.1,0.4,22.9,1,0,0,1.2,1.2,0.06,0.8,0.8,Matches,6c564d36
737,Carlos Vela,mx MEX,FWMF,Los Angeles FC,32,1989,25.8,12,56,20,35.7,2.17,0.78,0.14,0.4,19.6,6,4,5,9.4,5.4,0.1,2.6,2.6,Matches,e0cd04e0
738,Alan Velasco,ar ARG,FW,FC Dallas,19,2002,21.4,6,57,18,31.6,2.66,0.84,0.11,0.33,21.8,7,0,0,3.7,3.7,0.07,2.3,2.3,Matches,16349210
739,Matías Vera,ar ARG,MF,Houston Dynamo,26,1995,24.3,0,10,1,10,0.41,0.04,0,0,25,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,fe529f25
740,Ranko Veselinović,rs SRB,DF,Vancouver,22,1999,30.7,1,10,2,20,0.33,0.07,0.1,0.5,12.9,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches,366609b6
741,Pedro Vite,ec ECU,MFFW,Vancouver,19,2002,13.3,2,14,4,28.6,1.06,0.3,0.14,0.5,17.5,0,0,0,1.5,1.5,0.11,0.5,0.5,Matches,9c146b36
742,Robert Voloder,ba BIH,DF,Sporting KC,20,2001,8,1,1,1,100,0.13,0.13,1,1,13.6,0,0,0,0,0,0.04,1,1,Matches,33d9d789
743,Giacomo Vrioni,al ALB,FW,New England,23,1998,2.8,1,9,2,22.2,3.23,0.72,0,0,12.6,0,1,1,2.2,1.8,0.2,-1.2,-1.8,Matches,bf4d31d3
744,Nikola Vujnović,me MNE,FW,Sporting KC,25,1997,3.7,0,5,3,60,1.35,0.81,0,0,13.2,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches,128d62ba
745,Kai Wagner,de GER,DF,Philadelphia,24,1997,32.8,0,14,2,14.3,0.43,0.06,0,0,21.8,5,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,fdc715d9
746,Anton Walkes,eng ENG,DF,Charlotte,24,1997,20.1,0,5,1,20,0.25,0.05,0,0,15.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,8a062bba
747,Rémi Walter,fr FRA,MF,Sporting KC,26,1995,33,3,17,6,35.3,0.51,0.18,0.18,0.5,23.7,0,0,0,1.1,1.1,0.06,1.9,1.9,Matches,0984c5d5
748,Victor Wanyama,ke KEN,MF,CF Montréal,30,1991,29.3,1,36,6,16.7,1.23,0.21,0.03,0.17,17.5,0,0,0,3,3,0.08,-2,-2,Matches,e0900238
749,Collen Warner,us USA,MF,Colorado Rapids,33,1988,7.1,1,5,3,60,0.7,0.42,0.2,0.33,11.6,0,0,0,1.3,1.3,0.29,-0.3,-0.3,Matches,75babbce
750,Taylor Washington,us USA,DFMF,Nashville,28,1993,6.7,0,2,0,0,0.3,0,0,,17.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,480d3bcc
751,Joel Waterman,ca CAN,DF,CF Montréal,26,1996,29.7,3,12,7,58.3,0.4,0.24,0.25,0.43,9.9,0,0,0,2.7,2.7,0.23,0.3,0.3,Matches,47ddcc22
752,Quentin Westberg,us USA,GK,Toronto FC,35,1986,10,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,5480ae05
753,Brian White,us USA,FW,Vancouver,25,1996,18.5,4,41,19,46.3,2.21,1.03,0.1,0.21,12.8,0,0,0,5.2,5.2,0.13,-1.2,-1.2,Matches,54c948de
754,Caleb Wiley,us USA,DFFW,Atlanta Utd,17,2004,16.6,1,8,3,37.5,0.48,0.18,0.13,0.33,11.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3,Matches,64796fe0
755,Derrick Williams,ie IRL,DF,LA Galaxy,29,1993,23.9,0,15,3,20,0.63,0.13,0,0,12,0,0,0,1.6,1.6,0.11,-1.6,-1.6,Matches,c0a28fbd
756,Josh Williams,us USA,DF,Columbus Crew,33,1988,15.9,0,6,1,16.7,0.38,0.06,0,0,10,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,06098bfc
757,Thomas Williams,us USA,DF,Orlando City,17,2004,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,d46d1cdd
758,Eryk Williamson,us USA,MF,Portland Timbers,24,1997,12.9,0,6,1,16.7,0.47,0.08,0,0,23.7,1,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,e0364352
759,Joe Willis,us USA,GK,Nashville,33,1988,32,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,467f09c8
760,Danny Wilson,sct SCO,DF,Colorado Rapids,30,1991,23.3,0,15,4,26.7,0.64,0.17,0,0,10.3,0,0,0,1.4,1.4,0.1,-1.4,-1.4,Matches,9cfe9254
761,Owen Wolff,us USA,FWMF,Austin,17,2004,10.1,0,7,1,14.3,0.69,0.1,0,0,20.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,9edc70d6
762,Tyler Wolff,us USA,FWMF,Atlanta Utd,18,2003,2.8,0,4,2,50,1.42,0.71,0,0,19.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,0985c282
763,Bobby Wood,us USA,FW,Real Salt Lake,29,1992,10.9,3,26,12,46.2,2.38,1.1,0.12,0.25,10.8,0,0,0,3.6,3.6,0.14,-0.6,-0.6,Matches,9853983f
764,Darren Yapi,us USA,FWMF,Colorado Rapids,17,2004,1.9,0,8,4,50,4.16,2.08,0,0,16.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,63abd734
765,William Yarbrough,us USA,GK,Colorado Rapids,32,1989,33.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,ec646e88
766,Dru Yearwood,eng ENG,MF,NY Red Bulls,21,2000,17.2,2,16,6,37.5,0.93,0.35,0.13,0.33,26.2,0,0,0,1.1,1.1,0.07,0.9,0.9,Matches,2eb09121
767,Steffen Yeattes,ca CAN,DFMF,Toronto FC,22,2000,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,bf89f7a7
768,Yaw Yeboah,gh GHA,FW,Columbus Crew,24,1997,8.8,0,18,5,27.8,2.05,0.57,0,0,15.6,0,0,0,1.8,1.8,0.1,-1.8,-1.8,Matches,36292031
769,DeAndre Yedlin,us USA,DF,Inter Miami,28,1993,33.2,0,5,0,0,0.15,0,0,,22.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,ae0a7ddf
770,Griffin Yow,us USA,MFDF,D.C. United,19,2002,3,0,5,1,20,1.66,0.33,0,0,16.4,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches,ddd5cf39
771,Jackson Yueill,us USA,MFDF,San Jose,24,1997,29.9,4,20,6,30,0.67,0.2,0.2,0.67,23.1,0,0,0,1.9,1.9,0.09,2.1,2.1,Matches,7dce16bf
772,Abdoul Zanne,ci CIV,FW,D.C. United,18,2003,0,0,1,0,0,22.5,0,0,,14.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches,e5b49f0e
773,Gyasi Zardes,us USA,FW,Colorado Rapids,30,1991,22.9,9,46,14,30.4,2.01,0.61,0.17,0.57,10.5,0,1,1,10.2,9.4,0.2,-1.2,-1.4,Matches,09ae7f92
774,Gyasi Zardes,us USA,FW,Columbus Crew,30,1991,2.3,1,6,2,33.3,2.62,0.87,0.17,0.5,11,0,0,0,2,2,0.34,-1,-1,Matches,09ae7f92
775,Eriq Zavaleta,sv SLV,DFMF,LA Galaxy,29,1992,2.3,0,1,0,0,0.44,0,0,,27.7,0,0,0,0,0,0.04,0,0,Matches,edbfbb3f
776,Sean Zawadzki,us USA,MF,Columbus Crew,21,2000,3.2,1,1,1,100,0.31,0.31,1,1,27.4,0,0,0,0,0,0.03,1,1,Matches,380ee265
777,Zeca,br BRA,DF,Houston Dynamo,27,1994,12.6,0,5,2,40,0.4,0.16,0,0,29.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,c816eea6
778,Gedion Zelalem,us USA,MFFW,NYCFC,25,1997,2.2,0,1,1,100,0.46,0.46,0,0,27.1,0,0,0,0,0,0.05,0,0,Matches,b15ac68f
779,Lucas Zelarayán,am ARM,MFFW,Columbus Crew,29,1992,25.7,10,84,31,36.9,3.26,1.2,0.11,0.29,24.5,22,1,1,5.8,5.1,0.06,4.2,3.9,Matches,3ce30893
780,Walker Zimmerman,us USA,DF,Nashville,28,1993,28,4,29,13,44.8,1.04,0.46,0.14,0.31,10.1,0,0,0,3.8,3.8,0.13,0.2,0.2,Matches,220fa883
781,Rida Zouhir,ca CAN,MF,CF Montréal,18,2003,1.4,0,4,0,0,2.95,0,0,,29.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,e1e65f24
782,Ethan Zubak,us USA,FW,Nashville,23,1998,2.3,0,4,2,50,1.71,0.85,0,0,10.2,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches,9f39b6cf
783,Dario Župarić,ba BIH,DF,Portland Timbers,29,1992,24.4,0,10,0,0,0.41,0,0,,11.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,c6f99e42
784,Graham Zusi,us USA,DF,Sporting KC,35,1986,18.4,2,13,4,30.8,0.71,0.22,0.15,0.5,25.7,0,0,0,0.5,0.5,0.04,1.5,1.5,Matches,9ba42447
785,Róbert Þorkelsson,is ISL,DFMF,CF Montréal,19,2002,1.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,0eb8ad80
