Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
1,Paxten Aaronson,us USA,FWMF,Philadelphia,18,2003,23,2,432,4.8,1,0,1,1,0,0,1,0,1.3,1.3,0.6,1.9,21,19,26,0.21,0,0.21,0.21,0.21,0.27,0.13,0.4,0.27,0.4,Matches,4cd41883
2,Lalas Abubakar,gh GHA,DF,Colorado Rapids,27,1994,32,29,2522,28,4,1,5,4,0,0,9,0,2.4,2.4,0.5,3,6,56,4,0.14,0.04,0.18,0.14,0.18,0.09,0.02,0.11,0.09,0.11,Matches,4a67f05b
3,Nicolás Acevedo,uy URU,MFDF,NYCFC,22,1999,31,27,2264,25.2,0,0,0,0,0,0,8,0,0.7,0.7,0.6,1.3,29,142,51,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches,6140be7b
4,Ifunanyachi Achara,us USA,FWMF,Toronto FC,24,1997,15,0,382,4.2,0,1,1,0,0,0,1,0,0.3,0.3,0.4,0.7,3,8,51,0,0.24,0.24,0,0.24,0.08,0.09,0.17,0.08,0.17,Matches,d31bf83e
5,Bryan Acosta,hn HON,MF,Colorado Rapids,28,1993,26,22,1898,21.1,0,2,2,0,0,0,11,1,0.6,0.6,3.7,4.3,13,90,30,0,0.09,0.09,0,0.09,0.03,0.18,0.2,0.03,0.2,Matches,c5f400f4
6,George Acosta,us USA,MF,Inter Miami,22,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0.69,0,0.69,0.69,0.69,Matches,409d5b26
7,Kellyn Acosta,us USA,MFDF,Los Angeles FC,26,1995,32,28,2549,28.3,2,4,6,2,0,0,8,0,2,2,4.4,6.4,34,164,84,0.07,0.14,0.21,0.07,0.21,0.07,0.16,0.23,0.07,0.23,Matches,ece10cfe
8,Luciano Acosta,ar ARG,MF,FC Cincinnati,27,1994,30,28,2491,27.7,10,12,22,7,3,4,7,1,9.3,6.1,12.3,18.4,76,176,220,0.36,0.43,0.79,0.25,0.69,0.34,0.44,0.78,0.22,0.67,Matches,363ba6d7
9,Mo Adams,eng ENG,MF,Inter Miami,25,1996,8,5,354,3.9,0,0,0,0,0,0,3,0,0,0,0,0,3,9,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,00362ef7
10,Samuel Adeniran,us USA,FW,Seattle,23,1998,2,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,9,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches,86429529
11,Harrison Afful,gh GHA,DF,Charlotte,35,1986,21,15,1306,14.5,0,0,0,0,0,0,4,0,0.5,0.5,0.4,0.9,20,98,27,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches,7d8ede09
12,Samuel Afriyie Owusu,gh GHA,DFMF,NYCFC,21,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.26,0,0.26,0.26,0.26,Matches,ea0af15a
13,William Agada,ng NGA,FW,Sporting KC,22,1999,12,10,918,10.2,8,2,10,8,0,0,2,0,7.3,7.2,0.5,7.7,9,13,34,0.78,0.2,0.98,0.78,0.98,0.72,0.05,0.77,0.71,0.76,Matches,d2275b1b
14,Oskar Ågren,se SWE,DF,San Jose,23,1998,3,3,249,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,4,4,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,5ad77e97
15,Daniel Aguirre,us USA,MFDF,LA Galaxy,22,1999,11,3,374,4.2,1,1,2,1,0,0,0,0,0.3,0.3,0.7,1,10,27,15,0.24,0.24,0.48,0.24,0.48,0.07,0.17,0.24,0.07,0.24,Matches,ecc5063f
16,Ali Ahmed,ca CAN,DF,Vancouver,21,2000,2,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0,5,0,0,0,0,0,0.07,0.03,0.1,0.07,0.1,Matches,540a5be1
17,Arnaud Ake,ci CIV,FWMF,Nashville,23,1998,21,0,318,3.5,1,0,1,1,0,0,0,0,0.6,0.6,0.8,1.4,6,9,29,0.28,0,0.28,0.28,0.28,0.18,0.21,0.39,0.18,0.39,Matches,3402bb17
18,Tesho Akindele,ca CAN,FW,Orlando City,29,1992,27,4,610,6.8,3,0,3,3,0,0,0,0,2.4,2.4,0.6,3.1,9,12,52,0.44,0,0.44,0.44,0.44,0.36,0.09,0.46,0.36,0.46,Matches,8.97E+10
19,Matai Akinmboni,us USA,DF,D.C. United,15,2006,2,2,120,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,cfed08d5
20,Ayo Akinola,ca CAN,FW,Toronto FC,22,2000,26,14,1241,13.8,2,0,2,2,0,0,2,0,3.9,3.9,0.6,4.5,13,11,91,0.15,0,0.15,0.15,0.15,0.29,0.04,0.33,0.29,0.33,Matches,214d2406
21,Jordy Alcivar,ec ECU,MF,Charlotte,22,1999,20,10,1019,11.3,1,1,2,1,0,0,5,0,0.8,0.8,1.7,2.5,15,36,19,0.09,0.09,0.18,0.09,0.18,0.07,0.15,0.22,0.07,0.22,Matches,6e98c19f
22,Caio Alexandre,br BRA,MFDF,Vancouver,22,1999,4,0,81,0.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,2,5,3,0,0,0,0,0,0.06,0.07,0.13,0.06,0.13,Matches,08ac23b7
23,Tony Alfaro,us USA,DF,D.C. United,28,1993,18,9,943,10.5,0,1,1,0,0,0,1,0,0.1,0.1,0,0.1,6,40,2,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,Matches,4118b12a
24,Noah Allen,us USA,DFMF,Inter Miami,17,2004,8,3,324,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,5,8,24,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,043f389a
25,Thiago Almada,ar ARG,MFFW,Atlanta Utd,20,2001,29,25,2372,26.4,6,7,13,6,0,0,4,1,6,6,7.6,13.6,94,221,185,0.23,0.27,0.49,0.23,0.49,0.23,0.29,0.52,0.23,0.52,Matches,27f33438
26,Osvaldo Alonso,cu CUB,MF,Atlanta Utd,36,1985,4,4,331,3.7,0,0,0,0,0,0,2,0,0,0,0,0.1,3,27,6,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,8449bfda
27,Jozy Altidore,us USA,FWMF,New England,32,1989,17,4,597,6.6,1,0,1,1,0,0,1,0,1.7,1.7,0.3,2,4,17,34,0.15,0,0.15,0.15,0.15,0.25,0.04,0.3,0.25,0.3,Matches,8db8ad1e
28,Efrain Alvarez,mx MEX,MFFW,LA Galaxy,19,2002,28,12,1393,15.5,3,5,8,3,0,0,2,0,4.2,4.2,4.8,9.1,50,115,117,0.19,0.32,0.52,0.19,0.52,0.27,0.31,0.59,0.27,0.59,Matches,3cd08ab7
29,Luis Amarilla,py PAR,FW,Minnesota Utd,26,1995,33,27,2349,26.1,9,4,13,9,0,0,3,0,9,9,3.5,12.5,41,42,171,0.34,0.15,0.5,0.34,0.5,0.34,0.13,0.48,0.34,0.48,Matches,fa66adb6
30,Frankie Amaya,us USA,MF,NY Red Bulls,21,2000,24,23,1976,22,1,3,4,1,0,0,5,1,0.5,0.5,1.4,2,24,132,15,0.05,0.14,0.18,0.05,0.18,0.02,0.07,0.09,0.02,0.09,Matches,2e8bd00c
31,Mikey Ambrose,us USA,DF,Atlanta Utd,28,1993,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,1,1,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches,f649d6aa
32,Malte Amundsen,dk DEN,DF,NYCFC,23,1998,27,23,2094,23.3,0,1,1,0,0,0,4,0,0.7,0.7,2.8,3.5,44,81,142,0,0.04,0.04,0,0.04,0.03,0.12,0.15,0.03,0.15,Matches,83b6e15d
33,Max Anchor,ca CAN,GK,Vancouver,17,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d6aa8848
34,Sebastian Anderson,us USA,DFMF,Colorado Rapids,19,2002,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,3a9911ce
35,José Andrés Martínez,ve VEN,MF,Philadelphia,27,1994,30,29,2518,28,0,2,2,0,0,0,11,1,0.9,0.9,0.7,1.6,24,150,29,0,0.07,0.07,0,0.07,0.03,0.03,0.06,0.03,0.06,Matches,c8364e8e
36,Iván Angulo,co COL,FW,Orlando City,22,1999,9,5,548,6.1,0,2,2,0,0,0,1,0,0.9,0.8,0.8,1.6,15,12,33,0,0.33,0.33,0,0.33,0.15,0.13,0.27,0.13,0.26,Matches,55a5d959
37,Jalil Anibaba,us USA,DF,Columbus Crew,33,1988,5,3,226,2.5,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,e44593b0
38,Themi Antonoglou,ca CAN,DF,Toronto FC,20,2001,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,3,0,0,0,0,0,0.08,0.05,0.14,0.08,0.14,Matches,b137ee51
39,Brian Anunga,cm CMR,MF,Nashville,25,1996,24,9,842,9.4,0,0,0,0,0,0,5,0,0.2,0.2,0,0.2,6,22,4,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,17b28ec7
40,Cristian Arango,co COL,FW,Los Angeles FC,26,1995,34,28,2341,26,16,4,20,15,1,2,5,0,16.3,14.7,4,18.7,60,62,180,0.62,0.15,0.77,0.58,0.73,0.63,0.15,0.78,0.57,0.72,Matches,fea9401e
41,César Araujo,uy URU,MF,Orlando City,20,2001,31,28,2458,27.3,0,0,0,0,0,0,8,1,0.7,0.7,0.6,1.3,22,123,17,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches,3ed214ff
42,Julian Araujo,mx MEX,DF,LA Galaxy,20,2001,33,30,2741,30.5,0,5,5,0,0,0,6,0,1.5,1.5,4.1,5.6,44,110,201,0,0.16,0.16,0,0.16,0.05,0.14,0.18,0.05,0.18,Matches,8f4541c2
43,Luiz Araújo,br BRA,FWMF,Atlanta Utd,25,1996,28,26,2189,24.3,4,5,9,4,0,1,7,0,9,8.2,5,13.2,116,107,196,0.16,0.21,0.37,0.16,0.37,0.37,0.21,0.58,0.34,0.54,Matches,fa18c72e
44,Daniel Armando Ríos,mx MEX,FW,Charlotte,26,1995,27,15,1417,15.7,7,1,8,6,1,1,1,0,6.6,5.8,1.7,7.5,17,23,96,0.44,0.06,0.51,0.38,0.44,0.42,0.11,0.53,0.37,0.48,Matches,078b2c07
45,Adam Armour,us USA,MF,Charlotte,19,2002,5,0,85,0.9,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.4,5,3,5,1.06,0,1.06,1.06,1.06,0.17,0.24,0.41,0.17,0.41,Matches,546c2c25
46,Xavier Arreaga,ec ECU,DF,Seattle,27,1994,27,26,2166,24.1,1,0,1,1,0,0,4,0,1.1,1.1,0.9,2,12,77,1,0.04,0,0.04,0.04,0.04,0.05,0.04,0.08,0.05,0.08,Matches,7f2b7640
47,Kervin Arriaga,hn HON,MF,Minnesota Utd,24,1998,24,22,1892,21,1,0,1,1,0,0,8,0,1.2,1.2,0.4,1.6,20,157,17,0.05,0,0.05,0.05,0.05,0.06,0.02,0.08,0.06,0.08,Matches,4f8a9f70
48,Paul Arriola,us USA,FW,FC Dallas,26,1995,32,29,2562,28.5,10,5,15,10,0,0,4,1,6.7,6.7,6.8,13.5,59,92,269,0.35,0.18,0.53,0.35,0.53,0.24,0.24,0.47,0.24,0.47,Matches,1bb2acce
49,Artur,br BRA,MF,Columbus Crew,25,1996,24,20,1642,18.2,0,0,0,0,0,0,7,0,0.9,0.9,0.9,1.8,10,70,31,0,0,0,0,0,0.05,0.05,0.1,0.05,0.1,Matches,ea6803c7
50,Dairon Asprilla,co COL,FWMF,Portland Timbers,29,1992,29,19,1847,20.5,10,2,12,6,4,4,8,0,7.8,4.6,3.2,7.9,46,40,146,0.49,0.1,0.58,0.29,0.39,0.38,0.16,0.54,0.23,0.38,Matches,218d336c
51,Isaac Atanga,gh GHA,DF,FC Cincinnati,21,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,2,0,0,0,0,0,0,0,0.46,0.46,0,0.46,Matches,ff0f2a53
52,Joshua Atencio,us USA,MF,Seattle,20,2002,18,8,725,8.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,15,39,14,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05,Matches,1f084637
53,Roberto Avila,us USA,FWMF,Houston Dynamo,21,2000,8,2,159,1.8,0,0,0,0,0,0,3,0,0.2,0.2,0,0.2,4,1,11,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches,bb666b57
54,David Ayala,ar ARG,MF,Portland Timbers,19,2002,21,8,741,8.2,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,9,49,11,0,0,0,0,0,0.04,0.07,0.11,0.04,0.11,Matches,06dafc0e
55,Edison Azcona,do DOM,MF,Inter Miami,18,2003,1,0,18,0.2,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,0,2,0,0,0,0,0,0,0.74,0.74,0,0.74,Matches,05f54837
56,Dominique Badji,sn SEN,FW,FC Cincinnati,29,1992,24,13,1099,12.2,0,2,2,0,0,0,3,0,3.3,3.3,1.5,4.9,28,18,67,0,0.16,0.16,0,0.16,0.27,0.13,0.4,0.27,0.4,Matches,758ac389
57,Zico Bailey,us USA,DFMF,FC Cincinnati,21,2000,3,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,Matches,aa9e1161
58,Corey Baird,us USA,FW,Houston Dynamo,26,1996,23,17,1345,14.9,2,4,6,2,0,0,1,0,1.7,1.7,3.3,5,17,18,78,0.13,0.27,0.4,0.13,0.4,0.12,0.22,0.34,0.12,0.34,Matches,2d0d1442
59,Esmir Bajraktarevic,us USA,MFFW,New England,16,2005,3,1,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,dff24174
60,Reed Baker-Whiting,us USA,MF,Seattle,16,2005,2,1,95,1.1,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0,0,5,0,0,0,0,0,0.6,0.09,0.69,0.6,0.69,Matches,816d7aec
61,Michael Baldisimo,ca CAN,MF,Vancouver,21,2000,13,4,455,5.1,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.4,3,33,6,0,0,0,0,0,0.03,0.05,0.09,0.03,0.09,Matches,894b41c5
62,Gareth Bale,wls WAL,FW,Los Angeles FC,32,1989,12,2,355,3.9,2,0,2,2,0,0,0,0,2,2,0.6,2.6,11,17,18,0.51,0,0.51,0.51,0.51,0.5,0.15,0.65,0.5,0.65,Matches,a58bb1e1
63,Tom Barlow,us USA,FW,NY Red Bulls,26,1995,33,8,1097,12.2,4,0,4,3,1,1,2,0,4.7,3.9,0.4,4.3,11,19,77,0.33,0,0.33,0.25,0.25,0.39,0.03,0.42,0.32,0.35,Matches,da4821de
64,Álvaro Barreal,ar ARG,DFMF,FC Cincinnati,21,2000,32,25,2199,24.4,5,5,10,5,0,0,5,0,3,3,4.5,7.5,42,85,154,0.2,0.2,0.41,0.2,0.41,0.12,0.18,0.31,0.12,0.31,Matches,ffca53e1
65,Michael Barrios,co COL,FWMF,Colorado Rapids,30,1991,34,19,1906,21.2,2,6,8,2,0,0,5,0,4.3,4.3,5.9,10.2,74,54,215,0.09,0.28,0.38,0.09,0.38,0.21,0.28,0.48,0.21,0.48,Matches,df782c79
66,Ethan Bartlow,us USA,DFMF,Houston Dynamo,21,2000,15,9,906,10.1,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,5,25,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,Matches,552898bd
67,Zorhan Bassong,ca CAN,DF,CF Montréal,22,1999,10,1,188,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,7,6,17,0,0,0,0,0,0.05,0.15,0.2,0.05,0.2,Matches,6297d826
68,Tanner Beason,us USA,DF,San Jose,24,1997,28,25,2244,24.9,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.9,4,70,8,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03,Matches,3f1b018e
69,Simon Becher,us USA,FW,Vancouver,22,1999,1,0,9,0.1,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,0,0,0,10,0,10,10,10,2.69,0,2.69,2.69,2.69,Matches,bc921182
70,Alejandro Bedoya,us USA,MF,Philadelphia,34,1987,30,27,2422,26.9,6,6,12,6,0,0,8,0,3.3,3.3,4,7.3,49,173,157,0.22,0.22,0.45,0.22,0.45,0.12,0.15,0.27,0.12,0.27,Matches,9a6f8dfd
71,Steven Beitashour,ir IRN,DFMF,Colorado Rapids,34,1987,19,14,1313,14.6,0,2,2,0,0,0,3,0,0.2,0.2,0.7,0.9,15,56,31,0,0.14,0.14,0,0.14,0.01,0.05,0.06,0.01,0.06,Matches,64f1680a
72,Jon Bell,us USA,DF,New England,24,1997,15,10,1053,11.7,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.6,5,36,12,0.09,0,0.09,0.09,0.09,0.04,0.01,0.05,0.04,0.05,Matches,658a3134
73,Ben Bender,us USA,MF,Charlotte,20,2001,28,19,1645,18.3,3,6,9,3,0,0,1,0,2.7,2.7,3.3,6.1,34,76,90,0.16,0.33,0.49,0.16,0.49,0.15,0.18,0.33,0.15,0.33,Matches,bc307884
74,Alan Benítez,py PAR,DF,Minnesota Utd,28,1994,11,6,570,6.3,1,2,3,1,0,0,2,0,0.3,0.3,1,1.2,18,27,57,0.16,0.32,0.47,0.16,0.47,0.04,0.15,0.19,0.04,0.19,Matches,5c7c798b
75,Julio Benitez,us USA,MF,Real Salt Lake,16,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,Matches,625ed11d
76,Christian Benteke,be BEL,FW,D.C. United,31,1990,7,6,558,6.2,1,0,1,1,0,1,2,0,2.7,1.8,0.5,2.4,4,9,36,0.16,0,0.16,0.16,0.16,0.43,0.09,0.51,0.3,0.38,Matches,ab070c55
77,Sebastian Berhalter,us USA,MF,Vancouver,20,2001,18,11,1023,11.4,0,0,0,0,0,0,5,0,0.5,0.5,0.5,1,12,63,19,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09,Matches,f33ee427
78,Federico Bernardeschi,it ITA,FW,Toronto FC,27,1994,13,13,1096,12.2,8,2,10,3,5,5,5,0,6.3,2.3,2.3,4.7,48,49,113,0.66,0.16,0.82,0.25,0.41,0.52,0.19,0.71,0.19,0.38,Matches,ee93c1a9
79,Miguel Berry,es ESP,FWMF,D.C. United,24,1997,14,8,712,7.9,0,0,0,0,0,0,0,0,1,1,0.8,1.8,6,1,24,0,0,0,0,0,0.12,0.1,0.22,0.12,0.22,Matches,a5532e80
80,Miguel Berry,es ESP,FW,Columbus Crew,24,1997,16,13,970,10.8,2,0,2,2,0,0,0,0,2.7,2.7,0.8,3.5,9,13,47,0.19,0,0.19,0.19,0.19,0.25,0.08,0.32,0.25,0.32,Matches,a5532e80
81,Matt Bersano,us USA,GK,San Jose,29,1992,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9110da2b
82,Nick Besler,us USA,MFDF,Real Salt Lake,28,1993,11,2,251,2.8,0,0,0,0,0,0,2,0,0,0,0.1,0.2,0,8,3,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06,Matches,cc9fa1a8
83,Victor Bezerra,us USA,FWDF,Chicago Fire,21,2000,5,0,47,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,Matches,cbfb6ca5
84,David Bingham,us USA,GK,Portland Timbers,32,1989,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7fd42a85
85,Steve Birnbaum,us USA,DF,D.C. United,31,1991,32,32,2849,31.7,2,0,2,2,0,0,8,1,1.7,1.6,1.1,2.8,5,65,14,0.06,0,0.06,0.06,0.06,0.05,0.04,0.09,0.05,0.09,Matches,26637ac8
86,Tyler Blackett,eng ENG,DF,FC Cincinnati,27,1994,20,14,1342,14.9,0,1,1,0,0,0,8,0,0.6,0.6,1.2,1.8,7,47,7,0,0.07,0.07,0,0.07,0.04,0.08,0.12,0.04,0.12,Matches,a68a5466
87,Tristan Blackmon,us USA,DF,Vancouver,25,1996,28,23,2134,23.7,1,0,1,1,0,0,5,0,2,2,0.1,2.2,30,116,3,0.04,0,0.04,0.04,0.04,0.08,0.01,0.09,0.08,0.09,Matches,7f35d14e
88,Andre Blake,jm JAM,GK,Philadelphia,31,1990,34,34,3060,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b3b21a11
89,Sebastián Blanco,ar ARG,FWMF,Portland Timbers,33,1988,32,20,1820,20.2,7,7,14,6,1,1,7,0,5.6,4.8,5.4,10.2,72,156,178,0.35,0.35,0.69,0.3,0.64,0.28,0.27,0.54,0.24,0.5,Matches,4ddd0834
90,Latif Blessing,gh GHA,MFFW,Los Angeles FC,25,1996,30,16,1334,14.8,0,1,1,0,0,0,1,0,1.8,1.8,1.5,3.3,25,80,62,0,0.07,0.07,0,0.07,0.12,0.1,0.22,0.12,0.22,Matches,5153d32e
91,Emmanuel Boateng,gh GHA,FWMF,New England,28,1994,27,8,1002,11.1,2,2,4,2,0,0,1,0,1.7,1.7,2.6,4.3,35,38,119,0.18,0.18,0.36,0.18,0.36,0.15,0.23,0.39,0.15,0.39,Matches,25f77a5f
92,Blake Bodily,us USA,FWDF,Portland Timbers,24,1998,3,0,15,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Matches,612a0951
93,Isaac Boehmer,us USA,GK,Vancouver,20,2001,3,2,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9792574e
94,Jonathan Bond,eng ENG,GK,LA Galaxy,28,1993,34,34,3060,34,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c3a86eea
95,Pablo Bonilla,ve VEN,DF,Portland Timbers,22,1999,6,3,252,2.8,0,0,0,0,0,0,0,1,0,0,0.1,0.1,4,8,6,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,da23cdc3
96,Alex Bono,us USA,GK,Toronto FC,27,1994,24,24,2160,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,aa28a396
97,Jonathan Bornstein,us USA,DFMF,Chicago Fire,37,1984,22,13,1201,13.3,1,0,1,1,0,0,0,0,0.1,0.1,0.6,0.7,12,33,33,0.07,0,0.07,0.07,0.07,0.01,0.05,0.05,0.01,0.05,Matches,79a6c95f
98,Dylan Borrero,co COL,FW,New England,20,2002,12,7,602,6.7,3,1,4,3,0,0,1,0,1.7,1.7,0.9,2.6,27,19,62,0.45,0.15,0.6,0.45,0.6,0.25,0.14,0.39,0.25,0.39,Matches,a72d14de
99,Gustavo Bou,ar ARG,FW,New England,31,1990,19,17,1600,17.8,8,2,10,7,1,1,4,0,7.5,6.7,1.7,8.4,33,54,143,0.45,0.11,0.56,0.39,0.51,0.42,0.1,0.52,0.38,0.47,Matches,3dfcc735
100,Denis Bouanga,ga GAB,FW,Los Angeles FC,27,1994,7,6,496,5.5,1,0,1,1,0,0,0,0,3.3,3.3,1.2,4.5,21,13,54,0.18,0,0.18,0.18,0.18,0.6,0.22,0.82,0.6,0.82,Matches,0b0cbe5b
101,Ousseni Bouda,bf BFA,FWMF,San Jose,21,2000,9,0,118,1.3,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,8,4,7,0,0,0,0,0,0.27,0.06,0.33,0.27,0.33,Matches,0672f944
102,Michael Boxall,nz NZL,DF,Minnesota Utd,33,1988,31,31,2790,31,0,0,0,0,0,0,9,0,1.3,1.3,0.5,1.8,14,78,1,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches,6bfa0d3a
103,Michael Bradley,us USA,MF,Toronto FC,34,1987,34,34,3049,33.9,3,3,6,3,0,0,5,0,1,1,1.8,2.8,30,232,22,0.09,0.09,0.18,0.09,0.18,0.03,0.05,0.08,0.03,0.08,Matches,fd5e3a73
104,Christopher Brady,us USA,GK,Chicago Fire,17,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a71768a2
105,Zachary Brault-Guillard,ca CAN,DF,CF Montréal,23,1998,18,5,629,7,4,2,6,4,0,0,1,0,1.2,1.2,1.6,2.8,21,30,63,0.57,0.29,0.86,0.57,0.86,0.17,0.23,0.4,0.17,0.4,Matches,948a58c2
106,Claudio Bravo,ar ARG,DF,Portland Timbers,24,1997,26,26,2202,24.5,0,2,2,0,0,0,8,1,1.1,1.1,2.1,3.1,59,158,73,0,0.08,0.08,0,0.08,0.04,0.08,0.13,0.04,0.13,Matches,5619c5e8
107,Brenner,br BRA,FW,FC Cincinnati,22,2000,29,22,2056,22.8,18,6,24,17,1,1,3,0,12.4,11.6,3,14.6,27,72,151,0.79,0.26,1.05,0.74,1.01,0.54,0.13,0.67,0.51,0.64,Matches,279508bf
108,Sebastian Breza,ca CAN,GK,CF Montréal,23,1998,23,23,2070,23,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,52e7f812
109,Emiliano Brienza,ca CAN,FW,Vancouver,19,2002,1,0,3,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,1,0,0,0,0,0,2.1,0,2.1,2.1,2.1,Matches,b54cf257
110,Andrew Brody,us USA,DF,Real Salt Lake,26,1995,34,33,2955,32.8,2,4,6,2,0,0,2,0,1.4,1.4,3.2,4.6,115,224,142,0.06,0.12,0.18,0.06,0.18,0.04,0.1,0.14,0.04,0.14,Matches,33e46323
111,Brandt Bronico,us USA,MF,Charlotte,26,1995,34,32,2812,31.2,1,1,2,1,0,0,7,0,1.7,1.7,0.6,2.3,31,141,44,0.03,0.03,0.06,0.03,0.06,0.06,0.02,0.07,0.06,0.07,Matches,bd4460b1
112,Javain Brown,jm JAM,DF,Vancouver,22,1999,27,22,1858,20.6,1,0,1,1,0,0,4,0,0.8,0.8,1.2,2,13,75,61,0.05,0,0.05,0.05,0.05,0.04,0.06,0.1,0.04,0.1,Matches,3d14c62e
113,Gastón Brugman,uy URU,MF,LA Galaxy,29,1992,14,14,1121,12.5,3,1,4,3,0,0,3,0,0.9,0.9,1.6,2.5,25,103,22,0.24,0.08,0.32,0.24,0.32,0.07,0.13,0.2,0.07,0.2,Matches,e947ee4a
114,Will Bruin,us USA,FW,Seattle,32,1989,24,10,868,9.6,3,0,3,3,0,0,2,0,2.8,2.8,0.4,3.2,6,16,55,0.31,0,0.31,0.31,0.31,0.29,0.04,0.34,0.29,0.34,Matches,87a6ac29
