Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
454,Christopher McVey,se SWE,DF,Inter Miami,24,1997,34,34,3039,33.8,1,1,2,1,0,0,4,0,1.4,1.4,0.9,2.3,48,87,41,0.03,0.03,0.06,0.03,0.06,0.04,0.03,0.07,0.04,0.07,Matches,149d8165
455,Ryan Meara,us USA,GK,NY Red Bulls,31,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,18f0723b
456,Jimmy Medranda,co COL,DFFW,Seattle,27,1994,21,8,651,7.2,0,2,2,0,0,0,1,0,0.9,0.9,1.5,2.4,18,30,62,0,0.28,0.28,0,0.28,0.12,0.21,0.33,0.12,0.33,Matches,6f7ac622
457,Haris Medunjanin,ba BIH,MF,FC Cincinnati,36,1985,20,4,472,5.2,0,0,0,0,0,0,1,0,0.1,0.1,1.4,1.5,3,60,9,0,0,0,0,0,0.03,0.26,0.29,0.03,0.29,Matches,de5d5d41
458,Tim Melia,us USA,GK,Sporting KC,35,1986,21,21,1852,20.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,cc741f50
459,Jhegson Méndez,ec ECU,MF,Orlando City,24,1997,13,5,417,4.6,0,0,0,0,0,0,2,0,0,0,0.3,0.3,2,40,1,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches,db0c5324
460,Jhegson Méndez,ec ECU,MFFW,Los Angeles FC,24,1997,9,1,216,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,2,12,7,0,0,0,0,0,0.08,0.06,0.14,0.08,0.14,Matches,db0c5324
461,Jonathan Mensah,gh GHA,DF,Columbus Crew,31,1990,30,30,2572,28.6,2,1,3,2,0,0,7,0,1.6,1.5,0.2,1.7,6,83,3,0.07,0.03,0.1,0.07,0.1,0.06,0.01,0.07,0.05,0.06,Matches,8087e6cb
462,Justin Meram,iq IRQ,MFFW,Real Salt Lake,33,1988,33,27,2276,25.3,3,6,9,3,0,0,4,0,3,3,6.7,9.7,92,118,206,0.12,0.24,0.36,0.12,0.36,0.12,0.27,0.39,0.12,0.39,Matches,ae34c71d
463,Romain Métanire,mg MAD,MF,Minnesota Utd,31,1990,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,Matches,0fb21da9
464,Nicolás Mezquida,uy URU,MFFW,Colorado Rapids,30,1992,9,0,112,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,3,6,13,0,0,0,0,0,0.05,0.13,0.18,0.05,0.18,Matches,00b629e1
465,Matt Miazga,us USA,DF,FC Cincinnati,26,1995,10,10,828,9.2,2,0,2,2,0,0,2,0,0.5,0.5,0.9,1.4,1,22,2,0.22,0,0.22,0.22,0.22,0.05,0.1,0.16,0.05,0.16,Matches,9fc0f253
466,Micael,br BRA,MF,Houston Dynamo,21,2000,1,0,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ea95d7a6
467,Benji Michel,us USA,FWMF,Orlando City,24,1997,31,14,1504,16.7,1,0,1,1,0,0,4,0,3.4,3.4,0.7,4.1,38,15,117,0.06,0,0.06,0.06,0.06,0.21,0.04,0.25,0.21,0.25,Matches,151ca25f
468,Djordje Mihailovic,us USA,MFFW,CF Montréal,23,1998,27,25,1998,22.2,9,4,13,9,0,0,5,0,6,6,7.1,13,51,118,163,0.41,0.18,0.59,0.41,0.59,0.27,0.32,0.59,0.27,0.59,Matches,83cf9719
469,Matko Miljevic,us USA,MFFW,CF Montréal,20,2001,22,6,694,7.7,1,1,2,0,1,1,3,0,2.3,1.5,1.6,3.1,26,46,44,0.13,0.13,0.26,0,0.13,0.3,0.2,0.5,0.19,0.4,Matches,74b76abc
470,Eric Miller,us USA,DF,Nashville,29,1993,24,14,1345,14.9,0,0,0,0,0,0,3,0,0.2,0.2,0.8,1,11,46,34,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06,Matches,c0593f5d
471,Kamal Miller,ca CAN,DF,CF Montréal,24,1997,27,26,2295,25.5,2,3,5,2,0,0,5,1,2.8,2.8,2.3,5.2,32,186,34,0.08,0.12,0.2,0.08,0.2,0.11,0.09,0.2,0.11,0.2,Matches,0646bd8a
472,Tyler Miller,us USA,GK,Minnesota Utd,28,1993,3,2,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7827a6b3
473,Kevin Molino,tt TRI,FW,Columbus Crew,31,1990,11,4,441,4.9,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.5,8,26,30,0.2,0,0.2,0.2,0.2,0.08,0.04,0.11,0.08,0.11,Matches,371645ca
474,Alex Monis,us USA,FW,Chicago Fire,18,2003,1,0,2,0,1,0,1,1,0,0,0,0,0.5,0.5,0,0.5,0,0,0,45,0,45,45,45,21.01,0,21.01,21.01,21.01,Matches,66db9e72
475,Jamiro Monteiro,cv CPV,MF,San Jose,28,1993,31,31,2637,29.3,4,6,10,4,0,0,3,1,2.9,2.9,5.1,8,62,231,181,0.14,0.2,0.34,0.14,0.34,0.1,0.17,0.27,0.1,0.27,Matches,d384bddd
476,Fredy Montero,co COL,FWMF,Seattle,34,1987,26,12,1284,14.3,4,1,5,3,1,1,2,0,6,5.2,1.9,7.1,25,78,83,0.28,0.07,0.35,0.21,0.28,0.42,0.13,0.55,0.36,0.5,Matches,bc5b5be5
477,Kim Moonhwan,kr KOR,DF,Los Angeles FC,26,1995,1,1,78,0.9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,Matches,6bce7dd8
478,Drew Moor,us USA,DFMF,Colorado Rapids,38,1984,9,1,230,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,3,1,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,220cf869
479,Shaquell Moore,us USA,DF,Nashville,25,1996,11,11,888,9.9,0,1,1,0,0,0,1,0,0.4,0.4,0.8,1.2,33,32,53,0,0.1,0.1,0,0.1,0.04,0.08,0.12,0.04,0.12,Matches,3b9f859b
480,Felipe Mora,cl CHI,FWMF,Portland Timbers,28,1993,7,0,83,0.9,1,0,1,0,1,1,0,0,1.3,0.6,0,0.6,0,2,9,1.08,0,1.08,0,0,1.46,0,1.46,0.6,0.6,Matches,f4b0ea46
481,Joseph Mora,cr CRC,DF,Charlotte,29,1993,23,18,1716,19.1,0,0,0,0,0,0,2,0,0.1,0.1,1.2,1.3,18,89,44,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,Matches,2af71023
482,Alfredo Morales,us USA,MFDF,NYCFC,31,1990,24,21,1880,20.9,0,2,2,0,0,0,9,1,0.9,0.8,0.8,1.6,8,102,9,0,0.1,0.1,0,0.1,0.04,0.04,0.08,0.04,0.08,Matches,ff45add5
483,Maximiliano Moralez,ar ARG,MF,NYCFC,34,1987,29,24,2100,23.3,2,6,8,2,0,1,5,0,3.9,3.1,7.6,10.7,78,215,140,0.09,0.26,0.34,0.09,0.34,0.17,0.32,0.49,0.13,0.46,Matches,f99f37fc
484,Steven Moreira,fr FRA,DF,Columbus Crew,27,1994,32,32,2783,30.9,1,5,6,1,0,0,6,0,0.7,0.7,3.1,3.8,73,148,177,0.03,0.16,0.19,0.03,0.19,0.02,0.1,0.12,0.02,0.12,Matches,f10983ae
485,Junior Moreno,ve VEN,MF,FC Cincinnati,28,1993,27,25,2038,22.6,2,0,2,2,0,0,5,0,0.9,0.9,1.1,2,15,105,21,0.09,0,0.09,0.09,0.09,0.04,0.05,0.09,0.04,0.09,Matches,5dcb4ac4
486,Marcelino Moreno,ar ARG,MFFW,Atlanta Utd,27,1994,30,18,1767,19.6,2,5,7,2,0,1,4,0,3.6,3.3,5.5,8.7,109,146,135,0.1,0.25,0.36,0.1,0.36,0.18,0.28,0.46,0.17,0.45,Matches,058c938c
487,Santiago Moreno,co COL,FWMF,Portland Timbers,21,2000,34,28,2428,27,7,6,13,4,3,3,2,0,6.8,4.5,6.2,10.7,67,120,194,0.26,0.22,0.48,0.15,0.37,0.25,0.23,0.48,0.17,0.4,Matches,3261d0e4
488,Lewis Morgan,sct SCO,FWMF,NY Red Bulls,25,1996,32,31,2659,29.5,14,3,17,8,6,6,2,0,10.3,5.6,4.4,10,94,96,187,0.47,0.1,0.58,0.27,0.37,0.35,0.15,0.5,0.19,0.34,Matches,b675e328
489,Aidan Morris,us USA,MF,Columbus Crew,20,2001,27,20,1811,20.1,0,0,0,0,0,0,3,0,0.8,0.8,0.4,1.2,17,101,38,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches,3778339c
490,Jordan Morris,us USA,FW,Seattle,27,1994,29,27,2316,25.7,7,2,9,7,0,0,2,0,9.6,9.6,4.5,14.1,45,34,201,0.27,0.08,0.35,0.27,0.35,0.37,0.18,0.55,0.37,0.55,Matches,bd298d0d
491,Ravel Morrison,jm JAM,MFFW,D.C. United,28,1993,14,11,967,10.7,2,0,2,2,0,0,2,0,1,1,0.3,1.3,11,36,13,0.19,0,0.19,0.19,0.19,0.09,0.03,0.12,0.09,0.12,Matches,bf59c794
492,Edwin Mosquera,co COL,FWDF,Atlanta Utd,20,2001,12,1,312,3.5,0,2,2,0,0,0,3,0,0.5,0.5,0.9,1.4,19,7,52,0,0.58,0.58,0,0.58,0.16,0.26,0.41,0.16,0.41,Matches,15cda5f6
493,Juan Mosquera,co COL,DFMF,Portland Timbers,19,2002,3,2,189,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,9,8,15,0,0,0,0,0,0.04,0.01,0.06,0.04,0.06,Matches,bb18b3b6
494,Jean Mota,br BRA,MF,Inter Miami,28,1993,33,33,2660,29.6,2,2,4,2,0,0,6,1,2,2,3.2,5.2,30,163,31,0.07,0.07,0.14,0.07,0.14,0.07,0.11,0.18,0.07,0.18,Matches,1ee0513b
495,João Moutinho,pt POR,DF,Orlando City,24,1998,28,28,2457,27.3,2,1,3,2,0,0,8,0,1.5,1.4,1.7,3.1,39,129,114,0.07,0.04,0.11,0.07,0.11,0.05,0.06,0.12,0.05,0.11,Matches,a0aee24e
496,Chris Mueller,us USA,FW,Chicago Fire,25,1996,24,23,1962,21.8,4,5,9,4,0,1,5,0,5.8,5,4,9,82,82,201,0.18,0.23,0.41,0.18,0.41,0.26,0.18,0.45,0.23,0.41,Matches,a5334099
497,Hany Mukhtar,de GER,FWMF,Nashville,26,1995,33,32,2825,31.4,23,7,30,17,6,7,4,0,20.4,14.9,8,23,103,138,261,0.73,0.22,0.96,0.54,0.76,0.65,0.26,0.9,0.48,0.73,Matches,87fe8526
498,Jake Mulraney,ie IRL,FWDF,Atlanta Utd,25,1996,7,1,184,2,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,8,2,18,0.49,0,0.49,0.49,0.49,0.11,0.03,0.14,0.11,0.14,Matches,0f04858e
499,Jake Mulraney,ie IRL,FWMF,Orlando City,25,1996,17,10,728,8.1,0,0,0,0,0,0,2,0,0.7,0.7,0.6,1.3,20,8,56,0,0,0,0,0,0.09,0.07,0.16,0.09,0.16,Matches,0f04858e
500,Eddie Munjoma,us USA,DFFW,FC Dallas,23,1998,3,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,Matches,0e1f6ffa
501,Ian Murphy,us USA,DF,FC Cincinnati,22,2000,26,16,1464,16.3,1,0,1,1,0,0,0,0,0.1,0.1,0.7,0.9,10,36,0,0.06,0,0.06,0.06,0.06,0.01,0.04,0.05,0.01,0.05,Matches,c6d233e3
502,Daniel Musovski,us USA,FWMF,Los Angeles FC,26,1995,16,6,513,5.7,2,1,3,2,0,0,2,0,1.9,1.9,0.6,2.6,8,4,40,0.35,0.18,0.53,0.35,0.53,0.34,0.11,0.45,0.34,0.45,Matches,925a2703
503,Daniel Musovski,us USA,FWMF,Real Salt Lake,26,1995,3,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches,925a2703
504,Alex Muyl,us USA,DFMF,Nashville,26,1995,29,22,2019,22.4,2,2,4,2,0,0,8,0,2.9,2.9,2.4,5.3,44,68,127,0.09,0.09,0.18,0.09,0.18,0.13,0.11,0.24,0.13,0.24,Matches,2c1025bf
505,Darlington Nagbe,us USA,MF,Columbus Crew,31,1990,34,34,3036,33.7,3,0,3,3,0,0,4,0,1.8,1.8,1.6,3.4,52,182,35,0.09,0,0.09,0.09,0.09,0.05,0.05,0.1,0.05,0.1,Matches,6219c704
506,Andy Najar,hn HON,DF,D.C. United,28,1993,23,20,1666,18.5,0,1,1,0,0,0,6,0,0.6,0.6,0.6,1.1,44,105,59,0,0.05,0.05,0,0.05,0.03,0.03,0.06,0.03,0.06,Matches,f8280175
507,Federico Navarro,ar ARG,MF,Chicago Fire,21,2000,30,27,2461,27.3,2,2,4,2,0,0,8,1,1.7,1.7,0.9,2.6,18,126,19,0.07,0.07,0.15,0.07,0.15,0.06,0.03,0.09,0.06,0.09,Matches,61c628be
508,Miguel Navarro,ve VEN,DF,Chicago Fire,22,1999,25,24,2172,24.1,0,1,1,0,0,0,9,1,0.4,0.4,2.2,2.6,22,103,76,0,0.04,0.04,0,0.04,0.02,0.09,0.11,0.02,0.11,Matches,3fbff39a
509,Hassan Ndam,cm CMR,DF,NY Red Bulls,23,1998,2,1,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,148f3d0f
510,Logan Ndenbe,be BEL,DF,Sporting KC,21,2000,22,19,1753,19.5,0,0,0,0,0,0,2,0,0.2,0.2,0.7,0.9,60,103,123,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,f625e8a5
511,Dylan Nealis,us USA,DF,NY Red Bulls,23,1998,28,20,1800,20,0,2,2,0,0,0,8,1,0.8,0.8,0.7,1.5,29,75,58,0,0.1,0.1,0,0.1,0.04,0.04,0.08,0.04,0.08,Matches,24f4dd87
512,Sean Nealis,us USA,DF,NY Red Bulls,25,1997,33,33,2952,32.8,0,0,0,0,0,0,6,1,1.8,1.8,0.7,2.5,8,63,9,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,Matches,8c1b17b3
513,Jayden Nelson,ca CAN,MFFW,Toronto FC,19,2002,31,25,1969,21.9,1,2,3,1,0,0,6,0,2.2,2.2,1.2,3.4,57,82,146,0.05,0.09,0.14,0.05,0.14,0.1,0.06,0.16,0.1,0.16,Matches,92305a81
514,John Nelson,us USA,DF,FC Cincinnati,23,1998,24,14,1203,13.4,0,1,1,0,0,0,1,0,0.2,0.2,0.9,1.1,12,30,65,0,0.07,0.07,0,0.07,0.02,0.07,0.08,0.02,0.08,Matches,df8c4d49
515,Michael Nelson,us USA,GK,Houston Dynamo,26,1995,2,1,155,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f4a12161
516,Jake Nerwinski,us USA,DF,Vancouver,27,1994,24,20,1809,20.1,0,0,0,0,0,0,2,1,0.5,0.5,0,0.6,15,57,6,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,2b5801d0
517,Harvey Neville,eng ENG,DF,Inter Miami,19,2002,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,92442794
518,Serge Ngoma,us USA,FWMF,NY Red Bulls,16,2005,7,1,116,1.3,2,0,2,2,0,0,0,0,0.4,0.4,0,0.4,3,5,4,1.55,0,1.55,1.55,1.55,0.28,0.03,0.31,0.28,0.31,Matches,de7a0fe6
519,Sam Nicholson,sct SCO,MFFW,Colorado Rapids,27,1995,15,10,831,9.2,1,0,1,1,0,0,0,0,0.7,0.7,1.4,2.1,27,21,60,0.11,0,0.11,0.11,0.11,0.08,0.15,0.22,0.08,0.22,Matches,8c8ac996
520,Jarosław Niezgoda,pl POL,FW,Portland Timbers,26,1995,30,23,1969,21.9,9,2,11,9,0,0,0,0,6.5,6.5,3.4,9.9,28,43,114,0.41,0.09,0.5,0.41,0.5,0.3,0.16,0.45,0.3,0.45,Matches,60c659b6
521,Tsiki Ntsabeleng,za RSA,MF,FC Dallas,23,1998,26,11,840,9.3,1,0,1,1,0,0,3,0,2.3,2.3,0.6,2.9,21,43,14,0.11,0,0.11,0.11,0.11,0.25,0.06,0.31,0.25,0.31,Matches,bcbc53d5
522,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,25,1996,24,23,2064,22.9,0,2,2,0,0,0,10,0,0.2,0.2,1.2,1.4,34,130,22,0,0.09,0.09,0,0.09,0.01,0.05,0.06,0.01,0.06,Matches,897c8066
523,Moses Nyeman,us USA,MF,D.C. United,18,2003,2,2,142,1.6,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,09d33255
524,Shane O'Neill,us USA,DF,Toronto FC,28,1993,26,21,1899,21.1,0,1,1,0,0,0,4,0,0.1,0.1,0.8,0.9,7,57,2,0,0.05,0.05,0,0.05,0,0.04,0.04,0,0.04,Matches,a62a56b4
525,Kevin O'Toole,us USA,FWMF,NYCFC,23,1998,3,3,270,3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,4,7,22,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,Matches,72a0f655
526,Jáder Obrian,co COL,FW,FC Dallas,26,1995,31,15,1343,14.9,2,2,4,2,0,0,5,0,3.7,3.7,2.7,6.4,39,20,118,0.13,0.13,0.27,0.13,0.27,0.25,0.18,0.43,0.25,0.43,Matches,1471b2a8
527,David Ochoa,us USA,GK,D.C. United,21,2001,9,9,810,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,dba6b279
528,Chris Odoi-Atsem,us USA,DF,D.C. United,26,1995,20,8,851,9.5,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,14,26,40,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,375ec69e
529,Chinonso Offor,ng NGA,FW,Chicago Fire,21,2000,7,3,268,3,1,0,1,1,0,0,1,0,1.4,1.4,0.2,1.5,4,6,22,0.34,0,0.34,0.34,0.34,0.46,0.06,0.51,0.46,0.51,Matches,dc590664
530,Braian Ojeda,py PAR,MF,Real Salt Lake,21,2000,6,3,352,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,11,21,7,0,0,0,0,0,0.02,0.03,0.04,0.02,0.04,Matches,60953af0
531,Noble Okello,ca CAN,MFFW,Toronto FC,21,2000,8,4,350,3.9,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.8,3,22,4,0,0,0,0,0,0.16,0.03,0.19,0.16,0.19,Matches,6bc16162
532,Wyatt Omsberg,us USA,DF,Chicago Fire,26,1995,14,14,1259,14,1,0,1,1,0,0,2,0,1.6,1.6,0.3,1.9,1,29,2,0.07,0,0.07,0.07,0.07,0.12,0.02,0.14,0.12,0.14,Matches,cd44ba68
533,Easton Ongaro,ca CAN,FW,Vancouver,23,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,8d3dd05f
534,Kwadwo Opoku,gh GHA,FWMF,Los Angeles FC,20,2001,34,20,1770,19.7,7,2,9,7,0,0,0,0,7.4,7.4,4,11.4,61,38,179,0.36,0.1,0.46,0.36,0.46,0.37,0.2,0.58,0.37,0.58,Matches,226a288e
535,Arquimides Ordonez,gt GUA,FWMF,FC Cincinnati,18,2003,8,0,90,1,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,4,2,8,0,0,0,0,0,0.65,0,0.65,0.65,0.65,Matches,8941d9b2
536,Sergio Oregel,us USA,MF,Chicago Fire,16,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,f6c6ff09
537,Jaziel Orozco,us USA,DF,Real Salt Lake,17,2004,4,3,315,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,5,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,46af4656
538,Christian Ortiz,ar ARG,MFFW,Charlotte,29,1992,15,8,642,7.1,1,2,3,1,0,0,4,0,0.6,0.6,2.2,2.8,10,16,30,0.14,0.28,0.42,0.14,0.42,0.08,0.3,0.39,0.08,0.39,Matches,bd8ddbd6
539,Jonathan Osorio,ca CAN,MF,Toronto FC,29,1992,23,20,1687,18.7,9,4,13,9,0,0,5,0,4.3,4.3,1.7,6,26,143,84,0.48,0.21,0.69,0.48,0.69,0.23,0.09,0.32,0.23,0.32,Matches,70106ff6
540,Bryan Oviedo,cr CRC,DFMF,Real Salt Lake,31,1990,6,4,361,4,0,2,2,0,0,0,0,0,0.1,0.1,0.3,0.4,8,12,24,0,0.5,0.5,0,0.5,0.02,0.08,0.1,0.02,0.1,Matches,31faf295
541,Leonard Owusu,gh GHA,MF,Vancouver,24,1997,19,10,877,9.7,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,4,36,11,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,a06c6c8a
542,Maarten Paes,nl NED,GK,FC Dallas,23,1998,32,32,2880,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,eb343262
543,Diego Palacios,ec ECU,DF,Los Angeles FC,22,1999,28,27,2407,26.7,1,4,5,1,0,0,8,0,0.7,0.7,3.7,4.4,57,143,165,0.04,0.15,0.19,0.04,0.19,0.02,0.14,0.16,0.02,0.16,Matches,6ec37f2e
544,Victor Pálsson,is ISL,MFDF,D.C. United,30,1991,10,10,872,9.7,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,5,33,4,0,0,0,0,0,0.08,0.01,0.09,0.08,0.09,Matches,831cf3ac
545,Elliot Panicco,us USA,GK,Nashville,25,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e93972ac
546,James Pantemis,ca CAN,GK,CF Montréal,24,1997,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,901408ac
547,Cristhian Paredes,py PAR,MF,Portland Timbers,23,1998,27,20,1663,18.5,2,2,4,1,1,1,6,0,3.6,2.8,1.5,4.3,13,67,44,0.11,0.11,0.22,0.05,0.16,0.19,0.08,0.28,0.15,0.23,Matches,0d8a2551
